time,service_id,path_nodes,path_links,path_delay,path_loss,bottleneck_node,bottleneck_link
122,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,83.12304,0.0885,edge_3,edge_3-cloud_0
122,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,81.90945,0.091086,edge_0,access_1-edge_0
122,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,83.69455,0.092304,edge_2,edge_2-cloud_0
123,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,87.61079,0.089743,edge_3,edge_3-cloud_0
123,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,84.2496,0.087303,edge_0,edge_0-cloud_0
123,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,85.66315,0.091293,edge_2,edge_2-cloud_0
124,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,82.20362,0.091603,edge_3,access_0-edge_3
124,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,82.5966,0.089306,edge_0,edge_0-cloud_0
124,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,85.10936,0.094639,edge_2,edge_2-cloud_0
125,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,85.64257,0.088875,edge_3,access_0-edge_3
125,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,84.90873,0.086077,edge_0,access_1-edge_0
125,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,85.65796,0.086775,edge_2,access_0-edge_2
126,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,86.15106,0.09392,edge_3,access_0-edge_3
126,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,85.3345,0.091043,edge_0,access_1-edge_0
126,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,85.62576,0.093448,edge_2,edge_2-cloud_0
127,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,85.98009,0.086609,edge_3,access_0-edge_3
127,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,83.38696,0.092964,edge_0,access_1-edge_0
127,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,81.82462,0.09084,edge_2,edge_2-cloud_0
128,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,82.47031,0.091546,edge_3,access_0-edge_3
128,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,85.10824,0.088423,edge_0,access_1-edge_0
128,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,84.46584,0.091962,edge_2,edge_2-cloud_0
129,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,82.92098,0.088182,edge_3,edge_3-cloud_0
129,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,87.83152,0.088563,edge_0,edge_0-cloud_0
129,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,84.66182,0.088308,edge_2,access_0-edge_2
130,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,83.22642,0.094101,edge_3,access_0-edge_3
130,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,83.82227,0.085573,edge_0,edge_0-cloud_0
130,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,85.49949,0.087799,edge_2,access_0-edge_2
131,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,85.39569,0.088395,edge_3,edge_3-cloud_0
131,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,84.26298,0.087359,edge_0,access_1-edge_0
131,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,83.28152,0.094244,edge_2,edge_2-cloud_0
132,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,86.91495,0.09388,edge_3,edge_3-cloud_0
132,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,84.16106,0.091782,edge_0,access_1-edge_0
132,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,87.33757,0.091718,edge_2,edge_2-cloud_0
133,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,84.67043,0.089511,edge_3,edge_3-cloud_0
133,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,86.69915,0.088222,edge_0,edge_0-cloud_0
133,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,84.314,0.088824,edge_2,edge_2-cloud_0
134,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,86.33887,0.092069,edge_3,edge_3-cloud_0
134,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,83.96539,0.093424,edge_0,edge_0-cloud_0
134,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,86.73524,0.091955,edge_2,edge_2-cloud_0
135,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,85.3025,0.08878,edge_3,access_0-edge_3
135,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,84.05425,0.094865,edge_0,access_1-edge_0
135,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,86.0583,0.092216,edge_2,access_0-edge_2
136,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,83.38616,0.086162,edge_3,edge_3-cloud_0
136,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,84.56918,0.089105,edge_0,access_1-edge_0
136,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,85.7627,0.09452,edge_2,access_0-edge_2
137,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,84.24676,0.088217,edge_3,edge_3-cloud_0
137,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,86.67771,0.086647,edge_0,access_1-edge_0
137,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,84.83171,0.088474,edge_2,access_0-edge_2
138,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,80.85641,0.089903,edge_3,edge_3-cloud_0
138,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,82.46072,0.088193,edge_0,access_1-edge_0
138,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,86.34985,0.09437,edge_2,edge_2-cloud_0
139,0,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,83.00267,0.088625,edge_3,edge_3-cloud_0
139,1,access_1|edge_0|cloud_0,access_1-edge_0|edge_0-cloud_0,83.93132,0.084157,edge_0,access_1-edge_0
139,2,access_0|edge_2|cloud_0,access_0-edge_2|edge_2-cloud_0,85.66634,0.084971,edge_2,edge_2-cloud_0
140,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,85.41675,0.091807,edge_4,access_0-edge_4
140,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,82.22205,0.0928,edge_1,access_1-edge_1
140,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,84.07301,0.093093,edge_3,access_0-edge_3
141,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,85.86981,0.087805,edge_4,access_0-edge_4
141,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,84.68362,0.090511,edge_1,edge_1-cloud_0
141,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,83.62324,0.08933,edge_3,edge_3-cloud_0
142,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,86.44345,0.093597,edge_4,edge_4-cloud_0
142,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,86.19075,0.089093,edge_1,edge_1-cloud_0
142,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,85.19734,0.084518,edge_3,access_0-edge_3
143,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,83.89145,0.08991,edge_4,access_0-edge_4
143,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,84.18804,0.089812,edge_1,access_1-edge_1
143,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,86.94141,0.092229,edge_3,access_0-edge_3
144,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,85.79506,0.089726,edge_4,access_0-edge_4
144,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,78.32739,0.090701,edge_1,edge_1-cloud_0
144,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,86.32693,0.090375,edge_3,access_0-edge_3
145,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,65.21009,0.007171,cloud_0,access_0-edge_4
145,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,67.3731,0.006514,cloud_0,access_1-edge_1
145,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,62.35765,0.006675,cloud_0,access_0-edge_3
146,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,65.27869,0.008904,cloud_0,edge_4-cloud_0
146,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,66.63635,0.013326,cloud_0,access_1-edge_1
146,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,64.66059,0.007228,cloud_0,edge_3-cloud_0
147,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,63.61328,0.00723,cloud_0,access_0-edge_4
147,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,67.17715,0.00847,cloud_0,access_1-edge_1
147,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,66.228,0.005908,cloud_0,access_0-edge_3
148,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,68.88734,0.013182,cloud_0,edge_4-cloud_0
148,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,63.64267,0.010471,cloud_0,edge_1-cloud_0
148,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,62.39161,0.005883,cloud_0,access_0-edge_3
149,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,63.09471,0.009306,cloud_0,access_0-edge_4
149,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,66.30764,0.008325,cloud_0,access_1-edge_1
149,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,68.97577,0.003639,cloud_0,access_0-edge_3
150,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,65.28166,0.00546,cloud_0,access_0-edge_4
150,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,65.5812,0.005654,cloud_0,edge_1-cloud_0
150,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,63.39637,0.002218,cloud_0,access_0-edge_3
151,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,63.1223,0.009161,cloud_0,access_0-edge_4
151,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,63.64179,0.01111,cloud_0,access_1-edge_1
151,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,63.04571,0.010577,cloud_0,access_0-edge_3
152,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,62.37447,0.006054,cloud_0,edge_4-cloud_0
152,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,67.80883,0.01091,cloud_0,access_1-edge_1
152,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,66.26205,0.011018,cloud_0,edge_3-cloud_0
153,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,66.42572,0.011946,cloud_0,edge_4-cloud_0
153,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,65.55192,0.006636,cloud_0,access_1-edge_1
153,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,63.49045,0.010931,cloud_0,access_0-edge_3
154,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,63.781,0.002429,cloud_0,access_0-edge_4
154,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,64.59804,0.005139,cloud_0,access_1-edge_1
154,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,63.07128,0.004467,cloud_0,access_0-edge_3
155,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,61.97128,0.006524,cloud_0,edge_4-cloud_0
155,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,60.44954,0.001935,cloud_0,access_1-edge_1
155,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,61.47223,0.008152,cloud_0,edge_3-cloud_0
156,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,61.91412,0.008058,edge_4,access_0-edge_4
156,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,62.87338,0.009429,cloud_0,access_1-edge_1
156,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,67.24896,0.009312,cloud_0,access_0-edge_3
157,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,65.7152,0.009541,cloud_0,access_0-edge_4
157,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,65.087,0.007776,edge_1,edge_1-cloud_0
157,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,64.28917,0.006892,cloud_0,edge_3-cloud_0
158,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,68.17919,0.004042,cloud_0,edge_4-cloud_0
158,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,68.83184,0.008034,cloud_0,edge_1-cloud_0
158,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,62.7655,0.006896,cloud_0,access_0-edge_3
159,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,62.71618,0.011202,edge_4,access_0-edge_4
159,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,64.58759,0.012706,edge_1,access_1-edge_1
159,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,69.18597,0.008732,edge_3,edge_3-cloud_0
160,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,63.89465,0.009084,edge_4,access_0-edge_4
160,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,63.23141,0.005401,edge_1,edge_1-cloud_0
160,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,65.46426,0.006237,edge_3,edge_3-cloud_0
161,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,66.50739,0.010676,edge_4,edge_4-cloud_0
161,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,64.15161,0.008301,edge_1,edge_1-cloud_0
161,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,62.35138,0.004668,edge_3,access_0-edge_3
162,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,64.51561,0.005845,edge_4,access_0-edge_4
162,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,64.72412,0.001267,edge_1,edge_1-cloud_0
162,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,65.05793,0.008081,edge_3,edge_3-cloud_0
163,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,64.03173,0.00539,edge_4,edge_4-cloud_0
163,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,63.35965,0.009043,edge_1,edge_1-cloud_0
163,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,63.71016,0.011943,edge_3,access_0-edge_3
164,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,62.48978,0.004153,edge_4,access_0-edge_4
164,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,64.03029,0.007293,edge_1,access_1-edge_1
164,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,65.17076,0.00921,edge_3,access_0-edge_3
165,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,83.27778,0.068158,edge_4,edge_4-cloud_0
165,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,88.30136,0.075115,edge_1,edge_1-cloud_0
165,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,84.50331,0.072821,edge_3,edge_3-cloud_0
166,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,86.77027,0.071848,edge_4,edge_4-cloud_0
166,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,85.18215,0.070203,edge_1,edge_1-cloud_0
166,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,84.84908,0.072824,edge_3,access_0-edge_3
167,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,85.5069,0.072994,edge_4,access_0-edge_4
167,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,85.71321,0.072671,edge_1,access_1-edge_1
167,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,86.19731,0.074301,edge_3,edge_3-cloud_0
168,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,83.66649,0.070698,edge_4,access_0-edge_4
168,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,85.15447,0.068069,edge_1,edge_1-cloud_0
168,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,84.37705,0.070912,edge_3,access_0-edge_3
169,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,84.13692,0.071756,edge_4,edge_4-cloud_0
169,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,82.35478,0.073121,edge_1,edge_1-cloud_0
169,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,84.30385,0.069487,edge_3,edge_3-cloud_0
170,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,84.60474,0.071758,edge_4,edge_4-cloud_0
170,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,86.00335,0.076131,edge_1,edge_1-cloud_0
170,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,85.37778,0.076079,edge_3,access_0-edge_3
171,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,82.45046,0.075949,edge_4,access_0-edge_4
171,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,82.66533,0.074404,edge_1,access_1-edge_1
171,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,83.45141,0.072323,edge_3,access_0-edge_3
172,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,82.93454,0.067222,edge_4,edge_4-cloud_0
172,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,85.84907,0.066408,edge_1,access_1-edge_1
172,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,85.6477,0.074215,edge_3,access_0-edge_3
173,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,82.41009,0.068488,edge_4,access_0-edge_4
173,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,85.02678,0.069318,edge_1,edge_1-cloud_0
173,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,84.90015,0.071337,edge_3,access_0-edge_3
174,0,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,83.77991,0.065873,edge_4,edge_4-cloud_0
174,1,access_1|edge_1|cloud_0,access_1-edge_1|edge_1-cloud_0,87.20755,0.073381,edge_1,access_1-edge_1
174,2,access_0|edge_3|cloud_0,access_0-edge_3|edge_3-cloud_0,87.34666,0.073468,edge_3,edge_3-cloud_0
175,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,85.62968,0.068504,edge_0,edge_0-cloud_0
175,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,83.32772,0.073126,edge_2,access_1-edge_2
175,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,83.20566,0.071284,edge_4,access_0-edge_4
176,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,85.44413,0.068014,edge_0,access_0-edge_0
176,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,82.53786,0.069179,edge_2,access_1-edge_2
176,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,82.10837,0.070288,edge_4,edge_4-cloud_0
177,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,82.2671,0.068399,edge_0,edge_0-cloud_0
177,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,80.37981,0.068237,edge_2,access_1-edge_2
177,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,80.83066,0.071285,edge_4,access_0-edge_4
178,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,65.06049,0.004541,edge_0,access_0-edge_0
178,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,64.39543,0.009705,edge_2,edge_2-cloud_0
178,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,66.01957,0.011818,edge_4,access_0-edge_4
179,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,63.51881,0.006185,edge_0,edge_0-cloud_0
179,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,64.39199,0.00302,edge_2,access_1-edge_2
179,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,63.27448,0.008401,edge_4,access_0-edge_4
180,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,62.40414,0.009114,edge_0,edge_0-cloud_0
180,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,67.09811,0.011366,edge_2,edge_2-cloud_0
180,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,63.75991,0.008829,edge_4,access_0-edge_4
181,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,69.04905,0.002145,edge_0,access_0-edge_0
181,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,64.19393,0.009509,edge_2,edge_2-cloud_0
181,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,65.34583,0.010675,edge_4,edge_4-cloud_0
182,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,65.19261,0.010487,edge_0,access_0-edge_0
182,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,68.01273,0.005679,edge_2,edge_2-cloud_0
182,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,63.193,0.010078,edge_4,access_0-edge_4
183,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,62.87171,0.005455,edge_0,edge_0-cloud_0
183,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,64.0745,0.008225,edge_2,edge_2-cloud_0
183,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,64.3817,0.004751,edge_4,edge_4-cloud_0
184,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,66.92444,0.013328,edge_0,access_0-edge_0
184,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,69.07062,0.003017,edge_2,edge_2-cloud_0
184,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,65.00856,0.001787,edge_4,access_0-edge_4
185,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,64.6379,0.007289,edge_0,edge_0-cloud_0
185,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,64.05293,0.00658,edge_2,access_1-edge_2
185,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,64.06306,0.008885,edge_4,edge_4-cloud_0
186,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,67.41873,0.012009,edge_0,edge_0-cloud_0
186,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,64.25797,0.011591,edge_2,access_1-edge_2
186,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,62.72776,0.003304,edge_4,edge_4-cloud_0
187,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,64.47281,0.006332,edge_0,edge_0-cloud_0
187,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,63.57892,0.004618,edge_2,edge_2-cloud_0
187,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,66.61964,0.012323,cloud_0,access_0-edge_4
188,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,64.34776,0.010686,edge_0,access_0-edge_0
188,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,64.48447,0.00905,edge_2,access_1-edge_2
188,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,67.1651,0.01047,cloud_0,access_0-edge_4
189,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,67.39336,0.006523,edge_0,access_0-edge_0
189,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,65.8201,0.011413,edge_2,access_1-edge_2
189,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,67.78548,0.01136,edge_4,edge_4-cloud_0
190,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,64.19098,0.010121,edge_0,edge_0-cloud_0
190,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,62.91947,0.00989,cloud_0,access_1-edge_2
190,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,64.17327,0.008854,edge_4,access_0-edge_4
191,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,66.98495,0.007734,edge_0,access_0-edge_0
191,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,66.56442,0.00383,cloud_0,access_1-edge_2
191,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,66.14521,0.008094,cloud_0,edge_4-cloud_0
192,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,61.4961,0.007091,cloud_0,access_0-edge_0
192,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,64.54536,0.007293,cloud_0,edge_2-cloud_0
192,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,64.67745,0.007861,cloud_0,access_0-edge_4
193,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,63.13469,0.008056,cloud_0,edge_0-cloud_0
193,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,65.51036,0.002153,cloud_0,edge_2-cloud_0
193,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,65.00347,0.008344,cloud_0,access_0-edge_4
194,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,65.18801,0.010358,cloud_0,access_0-edge_0
